#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 07:09:27
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 07:09:27 GET / - 51.15.138.248 HTTP/1.0 Mozilla/5.0+(Windows+NT+10.0;+rv:61.0)+Gecko/20100101+Firefox/61.0 - 200 34855 260
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:26:55
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-29 08:26:54 GET / - 180.76.15.33 HTTP/1.1 Mozilla/5.0+(compatible;+Baiduspider/2.0;++http://www.baidu.com/search/spider.html) - 200 8228 225
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-29 08:43:33
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 05:42:45 GET /images/work-img11.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 0 425
2018-06-30 05:42:45 GET /images/work-img9.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 0 424
2018-06-30 05:42:46 GET /images/banner5.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 0 422
2018-06-30 05:42:46 GET /images/work-img10.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 0 425
2018-06-30 05:42:46 GET /images/work-img4.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 524288 424
2018-06-30 05:42:46 GET /images/work-img2.jpg - 118.82.246.161 HTTP/1.1 Mozilla/5.0+(Linux;+Android+5.1.1;+SM-J110M+Build/LMY48B)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/61.0.3163.98+Mobile+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 655360 424
#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2018-06-30 06:32:46
#Fields: date time cs-method cs-uri-stem cs-username c-ip cs-version cs(User-Agent) cs(Referer) sc-status sc-bytes cs-bytes
2018-06-30 06:32:46 GET / - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 https://www.google.co.nz/ 200 8209 426
2018-06-30 06:32:46 GET /css/team.css - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1027 347
2018-06-30 06:32:46 GET /css/jQuery.lightninBox.css - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1481 361
2018-06-30 06:32:46 GET /css/font-awesome.min.css - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 8118 359
2018-06-30 06:32:46 GET /images/logo.png - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 9464 371
2018-06-30 06:32:46 GET /js/modernizr.custom.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 4923 342
2018-06-30 06:32:47 GET /css/style.css - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 11722 348
2018-06-30 06:32:47 GET /css/bootstrap.min.css - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 27990 356
2018-06-30 06:32:47 GET /js/jquery.min.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 43185 336
2018-06-30 06:32:47 GET /js/main.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 871 330
2018-06-30 06:32:47 GET /js/SmoothScroll.min.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3749 342
2018-06-30 06:32:47 GET /js/jQuery.lightninBox.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 3081 344
2018-06-30 06:32:47 GET /js/bootstrap.min.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 13266 339
2018-06-30 06:32:47 GET /fonts/fontawesome-webfont.woff2 - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 423
2018-06-30 06:32:47 GET /js/cbpFWTabs.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1208 335
2018-06-30 06:32:47 GET /css/images/cd-top-arrow.svg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 404 1405 396
2018-06-30 06:32:47 GET /js/boot_slider.js - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 2045 337
2018-06-30 06:32:49 GET /fonts/fontawesome-webfont.woff - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 404 1405 422
2018-06-30 06:32:55 GET /images/team3.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 843003 372
2018-06-30 06:32:57 GET /fonts/fontawesome-webfont.ttf - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/css/font-awesome.min.css 200 152629 421
2018-06-30 06:32:57 GET /images/banner2.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 46855 374
2018-06-30 06:33:00 GET /images/banner1.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 553071 374
2018-06-30 06:33:01 GET /images/team1.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 982372 372
2018-06-30 06:33:01 GET /images/banner3.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 448536 374
2018-06-30 06:33:03 GET /images/team4.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 957546 372
2018-06-30 06:33:04 GET /images/team2.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 920251 372
2018-06-30 06:33:06 GET /images/work-img1.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 889310 376
2018-06-30 06:33:10 GET /images/work-img2.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1001601 376
2018-06-30 06:33:13 GET /images/info.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/css/style.css 200 729150 384
2018-06-30 06:33:14 GET /images/work-img3.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 943143 376
2018-06-30 06:33:15 GET /images/work-img12.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 961465 377
2018-06-30 06:33:17 GET /images/work-img11.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 891396 377
2018-06-30 06:33:18 GET /images/work-img4.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 946466 376
2018-06-30 06:33:20 GET /images/work-img10.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 968132 377
2018-06-30 06:33:20 GET /images/xtra_logo.png - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 26596 376
2018-06-30 06:33:24 GET /images/work-img9.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1018615 376
2018-06-30 06:33:24 GET /images/work-img8.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 915658 376
2018-06-30 06:33:25 GET /images/work-img5.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 869467 376
2018-06-30 06:33:27 GET /images/work-img6.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1093416 376
2018-06-30 06:33:28 GET /images/banner4.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 747680 374
2018-06-30 06:33:28 GET /images/banner5.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 680331 374
2018-06-30 06:33:34 GET /images/work-img7.jpg - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 200 1067450 376
2018-06-30 06:33:34 GET /favicon.ico - 27.252.175.174 HTTP/1.1 Mozilla/5.0+(Windows+NT+6.1;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/67.0.3396.99+Safari/537.36 http://www.kaiparatavern.co.nz/ 404 1405 367
2018-06-30 06:35:52 GET / - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 https://www.google.com/ 200 8209 399
2018-06-30 06:35:52 GET /css/team.css - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1027 344
2018-06-30 06:35:52 GET /css/jQuery.lightninBox.css - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1481 358
2018-06-30 06:35:52 GET /css/style.css - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 11722 345
2018-06-30 06:35:52 GET /css/font-awesome.min.css - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 8118 356
2018-06-30 06:35:53 GET /js/modernizr.custom.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 4923 339
2018-06-30 06:35:53 GET /js/jquery.min.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 43185 333
2018-06-30 06:35:53 GET /css/bootstrap.min.css - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 27990 353
2018-06-30 06:35:53 GET /js/bootstrap.min.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 13266 336
2018-06-30 06:35:53 GET /js/SmoothScroll.min.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 3749 339
2018-06-30 06:35:53 GET /js/main.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 871 327
2018-06-30 06:35:53 GET /js/jQuery.lightninBox.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 3081 341
2018-06-30 06:35:53 GET /js/cbpFWTabs.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1208 332
2018-06-30 06:35:53 GET /js/boot_slider.js - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 2045 334
2018-06-30 06:35:53 GET /images/logo.png - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 9464 390
2018-06-30 06:35:53 GET /fonts/fontawesome-webfont.woff2 - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 404 1405 356
2018-06-30 06:35:55 GET /fonts/fontawesome-webfont.woff - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 404 1405 355
2018-06-30 06:35:56 GET /images/team1.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 982372 391
2018-06-30 06:35:56 GET /images/team2.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 920251 391
2018-06-30 06:35:56 GET /fonts/fontawesome-webfont.ttf - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 152629 354
2018-06-30 06:35:56 GET /images/team4.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 957546 391
2018-06-30 06:35:57 GET /images/work-img1.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 889310 395
2018-06-30 06:35:57 GET /images/work-img2.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1001601 395
2018-06-30 06:35:57 GET /images/work-img3.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 943143 395
2018-06-30 06:35:57 GET /images/work-img4.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 946466 395
2018-06-30 06:35:57 GET /images/team3.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 843003 391
2018-06-30 06:35:57 GET /images/work-img5.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 869467 395
2018-06-30 06:35:57 GET /images/work-img6.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1093416 395
2018-06-30 06:35:58 GET /images/work-img8.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 915658 395
2018-06-30 06:35:58 GET /images/work-img9.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1018615 395
2018-06-30 06:35:58 GET /images/work-img10.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 968132 396
2018-06-30 06:35:58 GET /images/work-img7.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 1067450 395
2018-06-30 06:35:58 GET /images/work-img11.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 891396 396
2018-06-30 06:35:58 GET /images/work-img12.jpg - 49.224.235.133 HTTP/1.1 Mozilla/5.0+(iPhone;+CPU+iPhone+OS+11_4+like+Mac+OS+X)+AppleWebKit/605.1.15+(KHTML,+like+Gecko)+Version/11.0+Mobile/15E148+Safari/604.1 http://www.kaiparatavern.co.nz/ 200 961465 396
